titulo,ano,link,numeros
Mana,2018,/j/mana/i/2018.v24n1/ ; /j/mana/i/2018.v24n2/ ; /j/mana/i/2018.v24n3/,3
Mana,2017,/j/mana/i/2017.v23n1/ ; /j/mana/i/2017.v23n2/ ; /j/mana/i/2017.v23n3/,3
Mana,2016,/j/mana/i/2016.v22n1/ ; /j/mana/i/2016.v22n2/ ; /j/mana/i/2016.v22n3/,3
Mana,2015,/j/mana/i/2015.v21n1/ ; /j/mana/i/2015.v21n2/ ; /j/mana/i/2015.v21n3/,3
Mana,2014,/j/mana/i/2014.v20n1/ ; /j/mana/i/2014.v20n2/ ; /j/mana/i/2014.v20n3/,3
Mana,2013,/j/mana/i/2013.v19n1/ ; /j/mana/i/2013.v19n2/ ; /j/mana/i/2013.v19n3/,3
Mana,2012,/j/mana/i/2012.v18n1/ ; /j/mana/i/2012.v18n2/ ; /j/mana/i/2012.v18n3/,3
Mana,2011,/j/mana/i/2011.v17n1/ ; /j/mana/i/2011.v17n2/ ; /j/mana/i/2011.v17n3/,3
Mana,2010,/j/mana/i/2010.v16n1/ ; /j/mana/i/2010.v16n2/,2
Mana,2009,/j/mana/i/2009.v15n1/ ; /j/mana/i/2009.v15n2/,2
Mana,2008,/j/mana/i/2008.v14n1/ ; /j/mana/i/2008.v14n2/,2
Mana,2007,/j/mana/i/2007.v13n1/ ; /j/mana/i/2007.v13n2/,2
Mana,2006,/j/mana/i/2006.v12n1/ ; /j/mana/i/2006.v12n2/,2
Mana,2005,/j/mana/i/2005.v11n1/ ; /j/mana/i/2005.v11n2/,2
Mana,2004,/j/mana/i/2004.v10n1/ ; /j/mana/i/2004.v10n2/,2
Mana,2003,/j/mana/i/2003.v9n1/ ; /j/mana/i/2003.v9n2/,2
Mana,2002,/j/mana/i/2002.v8n1/ ; /j/mana/i/2002.v8n2/,2
Mana,2001,/j/mana/i/2001.v7n1/ ; /j/mana/i/2001.v7n2/,2
Mana,2000,/j/mana/i/2000.v6n1/ ; /j/mana/i/2000.v6n2/,2
Mana,1999,/j/mana/i/1999.v5n1/ ; /j/mana/i/1999.v5n2/,2
Mana,1998,/j/mana/i/1998.v4n1/ ; /j/mana/i/1998.v4n2/,2
Mana,1997,/j/mana/i/1997.v3n1/ ; /j/mana/i/1997.v3n2/,2
Mana,1996,/j/mana/i/1996.v2n2/,1
Manuscrito,2021,/j/man/i/2021.v44n1/,1
Manuscrito,2020,/j/man/i/2020.v43n1/ ; /j/man/i/2020.v43n2/ ; /j/man/i/2020.v43n3/ ; /j/man/i/2020.v43n4/,4
Manuscrito,2019,/j/man/i/2019.v42n1/ ; /j/man/i/2019.v42n2/ ; /j/man/i/2019.v42n3/ ; /j/man/i/2019.v42n4/,4
Manuscrito,2018,/j/man/i/2018.v41n1/ ; /j/man/i/2018.v41n2/ ; /j/man/i/2018.v41n3/ ; /j/man/i/2018.v41n4/,4
Manuscrito,2017,/j/man/i/2017.v40n1/ ; /j/man/i/2017.v40n2/ ; /j/man/i/2017.v40n3/ ; /j/man/i/2017.v40n4/,4
Manuscrito,2016,/j/man/i/2016.v39n1/ ; /j/man/i/2016.v39n2/ ; /j/man/i/2016.v39n3/ ; /j/man/i/2016.v39n4/,4
Manuscrito,2015,/j/man/i/2015.v38n1/ ; /j/man/i/2015.v38n2/ ; /j/man/i/2015.v38n3/,3
Manuscrito,2014,/j/man/i/2014.v37n1/ ; /j/man/i/2014.v37n2/,2
Manuscrito,2013,/j/man/i/2013.v36n1/ ; /j/man/i/2013.v36n2/,2
Manuscrito,2012,/j/man/i/2012.v35n1/ ; /j/man/i/2012.v35n2/,2
Manuscrito,2011,/j/man/i/2011.v34n1/ ; /j/man/i/2011.v34n2/,2
Mercator (Fortaleza),2021,/j/mercator/i/2021.v20/,1
Mercator (Fortaleza),2020,/j/mercator/i/2020.v19/,1
Mercator (Fortaleza),2019,/j/mercator/i/2019.v18/,1
Mercator (Fortaleza),2018,/j/mercator/i/2018.v17/,1
Mercator (Fortaleza),2017,/j/mercator/i/2017.v16/,1
Mercator (Fortaleza),2016,/j/mercator/i/2016.v15n1/ ; /j/mercator/i/2016.v15n2/ ; /j/mercator/i/2016.v15n3/ ; /j/mercator/i/2016.v15n4/,4
Mercator (Fortaleza),2015,/j/mercator/i/2015.v14n1/ ; /j/mercator/i/2015.v14n2/ ; /j/mercator/i/2015.v14n3/ ; /j/mercator/i/2015.v14nspe/,4
Mercator (Fortaleza),2014,/j/mercator/i/2014.v13n1/ ; /j/mercator/i/2014.v13n2/ ; /j/mercator/i/2014.v13n3/,3
Movimento,2021,/j/mov/i/2021.v27/,1
Movimento,2020,/j/mov/i/2020.v26/,1
Novos estudos CEBRAP,2020,/j/nec/i/2020.v39n1/ ; /j/nec/i/2020.v39n2/ ; /j/nec/i/2020.v39n3/,3
Novos estudos CEBRAP,2019,/j/nec/i/2019.v38n1/ ; /j/nec/i/2019.v38n2/ ; /j/nec/i/2019.v38n3/,3
Novos estudos CEBRAP,2018,/j/nec/i/2018.v37n1/ ; /j/nec/i/2018.v37n2/ ; /j/nec/i/2018.v37n3/,3
Novos estudos CEBRAP,2017,/j/nec/i/2017.v36n1/ ; /j/nec/i/2017.v36n2/ ; /j/nec/i/2017.v36n3/,3
Novos estudos CEBRAP,2016,/j/nec/i/2016.v35n1/ ; /j/nec/i/2016.v35n2/ ; /j/nec/i/2016.v35n3/,3
Novos estudos CEBRAP,2015,/j/nec/i/2015.n101/ ; /j/nec/i/2015.n102/ ; /j/nec/i/2015.n103/,3
Novos estudos CEBRAP,2014,/j/nec/i/2014.n98/ ; /j/nec/i/2014.n99/ ; /j/nec/i/2014.n100/,3
Novos estudos CEBRAP,2013,/j/nec/i/2013.n95/ ; /j/nec/i/2013.n96/ ; /j/nec/i/2013.n97/,3
Novos estudos CEBRAP,2012,/j/nec/i/2012.n92/ ; /j/nec/i/2012.n93/ ; /j/nec/i/2012.n94/,3
Novos estudos CEBRAP,2011,/j/nec/i/2011.n89/ ; /j/nec/i/2011.n90/ ; /j/nec/i/2011.n91/,3
Novos estudos CEBRAP,2010,/j/nec/i/2010.n86/ ; /j/nec/i/2010.n87/ ; /j/nec/i/2010.n88/,3
Novos estudos CEBRAP,2009,/j/nec/i/2009.n83/ ; /j/nec/i/2009.n84/ ; /j/nec/i/2009.n85/,3
Novos estudos CEBRAP,2008,/j/nec/i/2008.n80/ ; /j/nec/i/2008.n81/ ; /j/nec/i/2008.n82/,3
Novos estudos CEBRAP,2007,/j/nec/i/2007.n77/ ; /j/nec/i/2007.n78/ ; /j/nec/i/2007.n79/,3
Novos estudos CEBRAP,2006,/j/nec/i/2006.n74/ ; /j/nec/i/2006.n75/ ; /j/nec/i/2006.n76/,3
Novos estudos CEBRAP,2005,/j/nec/i/2005.n72/ ; /j/nec/i/2005.n73/,2
Opinião Pública,2020,/j/op/i/2020.v26n1/ ; /j/op/i/2020.v26n2/ ; /j/op/i/2020.v26n3/,3
Opinião Pública,2019,/j/op/i/2019.v25n1/ ; /j/op/i/2019.v25n2/ ; /j/op/i/2019.v25n3/,3
Opinião Pública,2018,/j/op/i/2018.v24n1/ ; /j/op/i/2018.v24n2/ ; /j/op/i/2018.v24n3/,3
Opinião Pública,2017,/j/op/i/2017.v23n1/ ; /j/op/i/2017.v23n2/ ; /j/op/i/2017.v23n3/,3
Opinião Pública,2016,/j/op/i/2016.v22n1/ ; /j/op/i/2016.v22n2/ ; /j/op/i/2016.v22n3/,3
Opinião Pública,2015,/j/op/i/2015.v21n1/ ; /j/op/i/2015.v21n2/ ; /j/op/i/2015.v21n3/,3
Opinião Pública,2014,/j/op/i/2014.v20n1/ ; /j/op/i/2014.v20n2/ ; /j/op/i/2014.v20n3/,3
Opinião Pública,2013,/j/op/i/2013.v19n1/ ; /j/op/i/2013.v19n2/,2
Opinião Pública,2012,/j/op/i/2012.v18n1/ ; /j/op/i/2012.v18n2/,2
Opinião Pública,2011,/j/op/i/2011.v17n1/ ; /j/op/i/2011.v17n2/,2
Opinião Pública,2010,/j/op/i/2010.v16n1/ ; /j/op/i/2010.v16n2/,2
Opinião Pública,2009,/j/op/i/2009.v15n1/ ; /j/op/i/2009.v15n2/,2
Opinião Pública,2008,/j/op/i/2008.v14n1/ ; /j/op/i/2008.v14n2/,2
Opinião Pública,2007,/j/op/i/2007.v13n1/ ; /j/op/i/2007.v13n2/,2
Opinião Pública,2006,/j/op/i/2006.v12n1/ ; /j/op/i/2006.v12n2/,2
Opinião Pública,2005,/j/op/i/2005.v11n1/ ; /j/op/i/2005.v11n2/,2
Opinião Pública,2004,/j/op/i/2004.v10n1/ ; /j/op/i/2004.v10n2/,2
Opinião Pública,2003,/j/op/i/2003.v9n1/ ; /j/op/i/2003.v9n2/,2
Opinião Pública,2002,/j/op/i/2002.v8n1/ ; /j/op/i/2002.v8n2/,2
Opinião Pública,2001,/j/op/i/2001.v7n1/ ; /j/op/i/2001.v7n2/,2
Opinião Pública,2000,/j/op/i/2000.v6n1/ ; /j/op/i/2000.v6n2/,2
Paidéia (Ribeirão Preto),2021,/j/paideia/i/2021.v31/,1
Paidéia (Ribeirão Preto),2020,/j/paideia/i/2020.v30/,1
Paidéia (Ribeirão Preto),2019,/j/paideia/i/2019.v29/,1
Paidéia (Ribeirão Preto),2018,/j/paideia/i/2018.v28/,1
Paidéia (Ribeirão Preto),2017,/j/paideia/i/2017.v27n66/ ; /j/paideia/i/2017.v27n67/ ; /j/paideia/i/2017.v27n68/ ; /j/paideia/i/2017.v27suppl1/,4
Paidéia (Ribeirão Preto),2016,/j/paideia/i/2016.v26n63/ ; /j/paideia/i/2016.v26n64/ ; /j/paideia/i/2016.v26n65/,3
Paidéia (Ribeirão Preto),2015,/j/paideia/i/2015.v25n60/ ; /j/paideia/i/2015.v25n61/ ; /j/paideia/i/2015.v25n62/,3
Paidéia (Ribeirão Preto),2014,/j/paideia/i/2014.v24n57/ ; /j/paideia/i/2014.v24n58/ ; /j/paideia/i/2014.v24n59/,3
Paidéia (Ribeirão Preto),2013,/j/paideia/i/2013.v23n54/ ; /j/paideia/i/2013.v23n55/ ; /j/paideia/i/2013.v23n56/,3
Paidéia (Ribeirão Preto),2012,/j/paideia/i/2012.v22n51/ ; /j/paideia/i/2012.v22n52/ ; /j/paideia/i/2012.v22n53/,3
Paidéia (Ribeirão Preto),2011,/j/paideia/i/2011.v21n48/ ; /j/paideia/i/2011.v21n49/ ; /j/paideia/i/2011.v21n50/,3
Paidéia (Ribeirão Preto),2010,/j/paideia/i/2010.v20n45/ ; /j/paideia/i/2010.v20n46/ ; /j/paideia/i/2010.v20n47/,3
Paidéia (Ribeirão Preto),2009,/j/paideia/i/2009.v19n42/ ; /j/paideia/i/2009.v19n43/ ; /j/paideia/i/2009.v19n44/,3
Paidéia (Ribeirão Preto),2008,/j/paideia/i/2008.v18n39/ ; /j/paideia/i/2008.v18n40/ ; /j/paideia/i/2008.v18n41/,3
Paidéia (Ribeirão Preto),2007,/j/paideia/i/2007.v17n36/ ; /j/paideia/i/2007.v17n37/ ; /j/paideia/i/2007.v17n38/,3
Paidéia (Ribeirão Preto),2006,/j/paideia/i/2006.v16n33/ ; /j/paideia/i/2006.v16n34/ ; /j/paideia/i/2006.v16n35/,3
Paidéia (Ribeirão Preto),2005,/j/paideia/i/2005.v15n30/ ; /j/paideia/i/2005.v15n31/ ; /j/paideia/i/2005.v15n32/,3
Paidéia (Ribeirão Preto),2004,/j/paideia/i/2004.v14n27/ ; /j/paideia/i/2004.v14n28/ ; /j/paideia/i/2004.v14n29/,3
Paidéia (Ribeirão Preto),2003,/j/paideia/i/2003.v13n25/ ; /j/paideia/i/2003.v13n26/,2
Paidéia (Ribeirão Preto),2002,/j/paideia/i/2002.v12n22/ ; /j/paideia/i/2002.v12n23/ ; /j/paideia/i/2002.v12n24/,3
Paidéia (Ribeirão Preto),2001,/j/paideia/i/2001.v11n20/ ; /j/paideia/i/2001.v11n21/,2
Paidéia (Ribeirão Preto),2000,/j/paideia/i/2000.v10n18/ ; /j/paideia/i/2000.v10n19/,2
Paidéia (Ribeirão Preto),1999,/j/paideia/i/1999.v9n16/ ; /j/paideia/i/1999.v9n17/,2
Paidéia (Ribeirão Preto),1998,/j/paideia/i/1998.v8n14-15/,1
Paidéia (Ribeirão Preto),1997,/j/paideia/i/1997.n12-13/,1
Paidéia (Ribeirão Preto),1996,/j/paideia/i/1996.n10-11/,1
Paidéia (Ribeirão Preto),1995,/j/paideia/i/1995.n8-9/,1
Paidéia (Ribeirão Preto),1994,/j/paideia/i/1994.n6/ ; /j/paideia/i/1994.n7/,2
Paidéia (Ribeirão Preto),1993,/j/paideia/i/1993.n4/ ; /j/paideia/i/1993.n5/,2
Paidéia (Ribeirão Preto),1992,/j/paideia/i/1992.n2/ ; /j/paideia/i/1992.n3/,2
Paidéia (Ribeirão Preto),1991,/j/paideia/i/1991.n1/,1
Perspectiva Teológica,2021,/j/pteo/i/2021.v53n1/,1
Perspectiva Teológica,2020,/j/pteo/i/2020.v52n1/ ; /j/pteo/i/2020.v52n2/ ; /j/pteo/i/2020.v52n3/,3
Physis: Revista de Saúde Coletiva,2021,/j/physis/i/2021.v31n1/,1
Physis: Revista de Saúde Coletiva,2020,/j/physis/i/2020.v30n1/ ; /j/physis/i/2020.v30n2/ ; /j/physis/i/2020.v30n3/ ; /j/physis/i/2020.v30n4/,4
Physis: Revista de Saúde Coletiva,2019,/j/physis/i/2019.v29n1/ ; /j/physis/i/2019.v29n2/ ; /j/physis/i/2019.v29n3/ ; /j/physis/i/2019.v29n4/,4
Physis: Revista de Saúde Coletiva,2018,/j/physis/i/2018.v28n1/ ; /j/physis/i/2018.v28n2/ ; /j/physis/i/2018.v28n3/ ; /j/physis/i/2018.v28n4/,4
Physis: Revista de Saúde Coletiva,2017,/j/physis/i/2017.v27n1/ ; /j/physis/i/2017.v27n2/ ; /j/physis/i/2017.v27n3/ ; /j/physis/i/2017.v27n4/,4
Physis: Revista de Saúde Coletiva,2016,/j/physis/i/2016.v26n1/ ; /j/physis/i/2016.v26n2/ ; /j/physis/i/2016.v26n3/ ; /j/physis/i/2016.v26n4/,4
Physis: Revista de Saúde Coletiva,2015,/j/physis/i/2015.v25n1/ ; /j/physis/i/2015.v25n2/ ; /j/physis/i/2015.v25n3/ ; /j/physis/i/2015.v25n4/,4
Physis: Revista de Saúde Coletiva,2014,/j/physis/i/2014.v24n1/ ; /j/physis/i/2014.v24n2/ ; /j/physis/i/2014.v24n3/ ; /j/physis/i/2014.v24n4/,4
Physis: Revista de Saúde Coletiva,2013,/j/physis/i/2013.v23n1/ ; /j/physis/i/2013.v23n2/ ; /j/physis/i/2013.v23n3/ ; /j/physis/i/2013.v23n4/,4
Physis: Revista de Saúde Coletiva,2012,/j/physis/i/2012.v22n1/ ; /j/physis/i/2012.v22n2/ ; /j/physis/i/2012.v22n3/ ; /j/physis/i/2012.v22n4/,4
Physis: Revista de Saúde Coletiva,2011,/j/physis/i/2011.v21n1/ ; /j/physis/i/2011.v21n2/ ; /j/physis/i/2011.v21n3/ ; /j/physis/i/2011.v21n4/,4
Physis: Revista de Saúde Coletiva,2010,/j/physis/i/2010.v20n1/ ; /j/physis/i/2010.v20n2/ ; /j/physis/i/2010.v20n3/ ; /j/physis/i/2010.v20n4/,4
Physis: Revista de Saúde Coletiva,2009,/j/physis/i/2009.v19n1/ ; /j/physis/i/2009.v19n2/ ; /j/physis/i/2009.v19n3/ ; /j/physis/i/2009.v19n4/,4
Physis: Revista de Saúde Coletiva,2008,/j/physis/i/2008.v18n1/ ; /j/physis/i/2008.v18n2/ ; /j/physis/i/2008.v18n3/ ; /j/physis/i/2008.v18n4/,4
Physis: Revista de Saúde Coletiva,2007,/j/physis/i/2007.v17n1/ ; /j/physis/i/2007.v17n2/ ; /j/physis/i/2007.v17n3/,3
Physis: Revista de Saúde Coletiva,2006,/j/physis/i/2006.v16n1/ ; /j/physis/i/2006.v16n2/,2
Physis: Revista de Saúde Coletiva,2005,/j/physis/i/2005.v15n1/ ; /j/physis/i/2005.v15n2/ ; /j/physis/i/2005.v15suppl0/,3
Physis: Revista de Saúde Coletiva,2004,/j/physis/i/2004.v14n1/ ; /j/physis/i/2004.v14n2/,2
Physis: Revista de Saúde Coletiva,2003,/j/physis/i/2003.v13n1/ ; /j/physis/i/2003.v13n2/,2
Physis: Revista de Saúde Coletiva,2002,/j/physis/i/2002.v12n1/ ; /j/physis/i/2002.v12n2/,2
Physis: Revista de Saúde Coletiva,2001,/j/physis/i/2001.v11n1/ ; /j/physis/i/2001.v11n2/,2
Physis: Revista de Saúde Coletiva,2000,/j/physis/i/2000.v10n1/ ; /j/physis/i/2000.v10n2/,2
Physis: Revista de Saúde Coletiva,1999,/j/physis/i/1999.v9n1/ ; /j/physis/i/1999.v9n2/,2
Physis: Revista de Saúde Coletiva,1998,/j/physis/i/1998.v8n1/ ; /j/physis/i/1998.v8n2/,2
Physis: Revista de Saúde Coletiva,1997,/j/physis/i/1997.v7n1/ ; /j/physis/i/1997.v7n2/,2
Physis: Revista de Saúde Coletiva,1996,/j/physis/i/1996.v6n1-2/,1
Physis: Revista de Saúde Coletiva,1995,/j/physis/i/1995.v5n1/,1
Physis: Revista de Saúde Coletiva,1994,/j/physis/i/1994.v4n1/,1
Physis: Revista de Saúde Coletiva,1993,/j/physis/i/1993.v3n1/ ; /j/physis/i/1993.v3n2/,2
Physis: Revista de Saúde Coletiva,1992,/j/physis/i/1992.v2n1/,1
Physis: Revista de Saúde Coletiva,1991,/j/physis/i/1991.v1n1/ ; /j/physis/i/1991.v1n2/,2
Pro-Posições,2021,/j/pp/i/2021.v32/,1
Pro-Posições,2020,/j/pp/i/2020.v31/,1
Pro-Posições,2019,/j/pp/i/2019.v30/,1
Pro-Posições,2018,/j/pp/i/2018.v29n1/ ; /j/pp/i/2018.v29n2/ ; /j/pp/i/2018.v29n3/,3
Pro-Posições,2017,/j/pp/i/2017.v28n1/ ; /j/pp/i/2017.v28n2/ ; /j/pp/i/2017.v28n3/ ; /j/pp/i/2017.v28suppl1/,4
Pro-Posições,2016,/j/pp/i/2016.v27n1/ ; /j/pp/i/2016.v27n2/ ; /j/pp/i/2016.v27n3/,3
Pro-Posições,2015,/j/pp/i/2015.v26n1/ ; /j/pp/i/2015.v26n2/ ; /j/pp/i/2015.v26n3/,3
Pro-Posições,2014,/j/pp/i/2014.v25n1/ ; /j/pp/i/2014.v25n2/ ; /j/pp/i/2014.v25n3/,3
Pro-Posições,2013,/j/pp/i/2013.v24n1/ ; /j/pp/i/2013.v24n2/ ; /j/pp/i/2013.v24n3/,3
Pro-Posições,2012,/j/pp/i/2012.v23n1/ ; /j/pp/i/2012.v23n2/ ; /j/pp/i/2012.v23n3/,3
Pro-Posições,2011,/j/pp/i/2011.v22n1/ ; /j/pp/i/2011.v22n2/ ; /j/pp/i/2011.v22n3/,3
Pro-Posições,2010,/j/pp/i/2010.v21n1/ ; /j/pp/i/2010.v21n2/ ; /j/pp/i/2010.v21n3/,3
Pro-Posições,2009,/j/pp/i/2009.v20n1/ ; /j/pp/i/2009.v20n2/ ; /j/pp/i/2009.v20n3/,3
Pro-Posições,2008,/j/pp/i/2008.v19n1/ ; /j/pp/i/2008.v19n2/ ; /j/pp/i/2008.v19n3/,3
Psico-USF,2021,/j/pusf/i/2021.v26n1/,1
Psico-USF,2020,/j/pusf/i/2020.v25n1/ ; /j/pusf/i/2020.v25n2/ ; /j/pusf/i/2020.v25n3/ ; /j/pusf/i/2020.v25n4/,4
Psico-USF,2019,/j/pusf/i/2019.v24n1/ ; /j/pusf/i/2019.v24n2/ ; /j/pusf/i/2019.v24n3/ ; /j/pusf/i/2019.v24n4/,4
Psico-USF,2018,/j/pusf/i/2018.v23n1/ ; /j/pusf/i/2018.v23n2/ ; /j/pusf/i/2018.v23n3/ ; /j/pusf/i/2018.v23n4/,4
Psico-USF,2017,/j/pusf/i/2017.v22n1/ ; /j/pusf/i/2017.v22n2/ ; /j/pusf/i/2017.v22n3/,3
Psico-USF,2016,/j/pusf/i/2016.v21n1/ ; /j/pusf/i/2016.v21n2/ ; /j/pusf/i/2016.v21n3/,3
Psico-USF,2015,/j/pusf/i/2015.v20n1/ ; /j/pusf/i/2015.v20n2/ ; /j/pusf/i/2015.v20n3/,3
Psico-USF,2014,/j/pusf/i/2014.v19n1/ ; /j/pusf/i/2014.v19n2/ ; /j/pusf/i/2014.v19n3/,3
Psico-USF,2013,/j/pusf/i/2013.v18n1/ ; /j/pusf/i/2013.v18n2/ ; /j/pusf/i/2013.v18n3/,3
Psico-USF,2012,/j/pusf/i/2012.v17n1/ ; /j/pusf/i/2012.v17n2/ ; /j/pusf/i/2012.v17n3/,3
Psico-USF,2011,/j/pusf/i/2011.v16n1/ ; /j/pusf/i/2011.v16n2/ ; /j/pusf/i/2011.v16n3/,3
Psico-USF,2010,/j/pusf/i/2010.v15n1/ ; /j/pusf/i/2010.v15n2/ ; /j/pusf/i/2010.v15n3/,3
Psico-USF,2009,/j/pusf/i/2009.v14n1/ ; /j/pusf/i/2009.v14n2/ ; /j/pusf/i/2009.v14n3/,3
Psico-USF,2008,/j/pusf/i/2008.v13n1/ ; /j/pusf/i/2008.v13n2/,2
Psico-USF,2007,/j/pusf/i/2007.v12n1/ ; /j/pusf/i/2007.v12n2/,2
Psico-USF,2006,/j/pusf/i/2006.v11n1/ ; /j/pusf/i/2006.v11n2/,2
Psico-USF,2005,/j/pusf/i/2005.v10n1/ ; /j/pusf/i/2005.v10n2/,2
Psico-USF,2004,/j/pusf/i/2004.v9n1/ ; /j/pusf/i/2004.v9n2/,2
Psico-USF,2003,/j/pusf/i/2003.v8n1/ ; /j/pusf/i/2003.v8n2/,2
Psico-USF,2002,/j/pusf/i/2002.v7n2/,1
Psico-USF,2001,/j/pusf/i/2001.v6n1/,1
Psicologia: Ciência e Profissão,2020,/j/pcp/i/2020.v40/ ; /j/pcp/i/2020.v40nspe/,2
Psicologia: Ciência e Profissão,2019,/j/pcp/i/2019.v39/ ; /j/pcp/i/2019.v39nspe/ ; /j/pcp/i/2019.v39nspe2/ ; /j/pcp/i/2019.v39nspe3/,4
Psicologia: Ciência e Profissão,2018,/j/pcp/i/2018.v38n1/ ; /j/pcp/i/2018.v38n2/ ; /j/pcp/i/2018.v38n3/ ; /j/pcp/i/2018.v38nspe/ ; /j/pcp/i/2018.v38n4/ ; /j/pcp/i/2018.v38nspe2/,6
Psicologia: Ciência e Profissão,2017,/j/pcp/i/2017.v37n1/ ; /j/pcp/i/2017.v37n2/ ; /j/pcp/i/2017.v37n3/ ; /j/pcp/i/2017.v37n4/ ; /j/pcp/i/2017.v37nspe/,5
Psicologia: Ciência e Profissão,2016,/j/pcp/i/2016.v36n1/ ; /j/pcp/i/2016.v36n2/ ; /j/pcp/i/2016.v36n3/ ; /j/pcp/i/2016.v36n4/,4
Psicologia: Ciência e Profissão,2015,/j/pcp/i/2015.v35n1/ ; /j/pcp/i/2015.v35n2/ ; /j/pcp/i/2015.v35n3/ ; /j/pcp/i/2015.v35n4/,4
Psicologia: Ciência e Profissão,2014,/j/pcp/i/2014.v34n1/ ; /j/pcp/i/2014.v34n2/ ; /j/pcp/i/2014.v34n3/ ; /j/pcp/i/2014.v34n4/,4
Psicologia: Ciência e Profissão,2013,/j/pcp/i/2013.v33n1/ ; /j/pcp/i/2013.v33n2/ ; /j/pcp/i/2013.v33n3/ ; /j/pcp/i/2013.v33n4/ ; /j/pcp/i/2013.v33nspe/,5
Psicologia: Ciência e Profissão,2012,/j/pcp/i/2012.v32n1/ ; /j/pcp/i/2012.v32n2/ ; /j/pcp/i/2012.v32n3/ ; /j/pcp/i/2012.v32n4/ ; /j/pcp/i/2012.v32nspe/,5
Psicologia: Ciência e Profissão,2011,/j/pcp/i/2011.v31n1/ ; /j/pcp/i/2011.v31n2/ ; /j/pcp/i/2011.v31n3/ ; /j/pcp/i/2011.v31n4/,4
Psicologia: Ciência e Profissão,2010,/j/pcp/i/2010.v30n1/ ; /j/pcp/i/2010.v30n2/ ; /j/pcp/i/2010.v30n3/ ; /j/pcp/i/2010.v30n4/ ; /j/pcp/i/2010.v30nspe/,5
Psicologia: Ciência e Profissão,2009,/j/pcp/i/2009.v29n1/ ; /j/pcp/i/2009.v29n2/ ; /j/pcp/i/2009.v29n3/ ; /j/pcp/i/2009.v29n4/,4
Psicologia: Ciência e Profissão,2008,/j/pcp/i/2008.v28n1/ ; /j/pcp/i/2008.v28n2/ ; /j/pcp/i/2008.v28n3/ ; /j/pcp/i/2008.v28n4/,4
Psicologia: Ciência e Profissão,2007,/j/pcp/i/2007.v27n1/ ; /j/pcp/i/2007.v27n2/ ; /j/pcp/i/2007.v27n3/ ; /j/pcp/i/2007.v27n4/,4
Psicologia: Ciência e Profissão,2006,/j/pcp/i/2006.v26n1/ ; /j/pcp/i/2006.v26n2/ ; /j/pcp/i/2006.v26n3/ ; /j/pcp/i/2006.v26n4/,4
Psicologia: Ciência e Profissão,2005,/j/pcp/i/2005.v25n1/ ; /j/pcp/i/2005.v25n2/ ; /j/pcp/i/2005.v25n3/ ; /j/pcp/i/2005.v25n4/,4
Psicologia: Ciência e Profissão,2004,/j/pcp/i/2004.v24n1/ ; /j/pcp/i/2004.v24n2/ ; /j/pcp/i/2004.v24n3/ ; /j/pcp/i/2004.v24n4/,4
Psicologia: Ciência e Profissão,2003,/j/pcp/i/2003.v23n1/ ; /j/pcp/i/2003.v23n2/ ; /j/pcp/i/2003.v23n3/ ; /j/pcp/i/2003.v23n4/,4
Psicologia: Ciência e Profissão,2002,/j/pcp/i/2002.v22n1/ ; /j/pcp/i/2002.v22n2/ ; /j/pcp/i/2002.v22n3/ ; /j/pcp/i/2002.v22n4/,4
Psicologia: Ciência e Profissão,2001,/j/pcp/i/2001.v21n1/ ; /j/pcp/i/2001.v21n2/ ; /j/pcp/i/2001.v21n3/ ; /j/pcp/i/2001.v21n4/,4
Psicologia: Ciência e Profissão,2000,/j/pcp/i/2000.v20n1/ ; /j/pcp/i/2000.v20n2/ ; /j/pcp/i/2000.v20n3/ ; /j/pcp/i/2000.v20n4/,4
Psicologia: Ciência e Profissão,1999,/j/pcp/i/1999.v19n1/ ; /j/pcp/i/1999.v19n2/ ; /j/pcp/i/1999.v19n3/,3
Psicologia: Ciência e Profissão,1998,/j/pcp/i/1998.v18n1/ ; /j/pcp/i/1998.v18n2/ ; /j/pcp/i/1998.v18n3/,3
Psicologia: Ciência e Profissão,1997,/j/pcp/i/1997.v17n1/ ; /j/pcp/i/1997.v17n2/ ; /j/pcp/i/1997.v17n3/,3
Psicologia: Ciência e Profissão,1996,/j/pcp/i/1996.v16n1/ ; /j/pcp/i/1996.v16n2/ ; /j/pcp/i/1996.v16n3/,3
Psicologia: Ciência e Profissão,1995,/j/pcp/i/1995.v15n1-3/,1
Psicologia: Ciência e Profissão,1994,/j/pcp/i/1994.v14n1-3/,1
Psicologia: Ciência e Profissão,1993,/j/pcp/i/1993.v13n1-4/,1
Psicologia: Ciência e Profissão,1992,/j/pcp/i/1992.v12n1/ ; /j/pcp/i/1992.v12n2/ ; /j/pcp/i/1992.v12n3-4/,3
Psicologia: Ciência e Profissão,1991,/j/pcp/i/1991.v11n1-4/,1
Psicologia: Ciência e Profissão,1990,/j/pcp/i/1990.v10n1/ ; /j/pcp/i/1990.v10n2-4/,2
Psicologia: Ciência e Profissão,1989,/j/pcp/i/1989.v9n1/ ; /j/pcp/i/1989.v9n2/ ; /j/pcp/i/1989.v9n3/,3
Psicologia: Ciência e Profissão,1988,/j/pcp/i/1988.v8n1/ ; /j/pcp/i/1988.v8n2/,2
